benchmark,covered,not_covered,edges,total
openthread-2019-12-23,aflplusplus_ast_o1,aflplusplus_ast_o0,179,6128
openthread-2019-12-23,aflplusplus_ast_o1,aflplusplus_ast_o1,0,6128
openthread-2019-12-23,aflplusplus_ast_o1,aflplusplus_ast_o2,26,6128
openthread-2019-12-23,aflplusplus_ast_o1,aflplusplus_ast_o3,72,6128
openthread-2019-12-23,aflplusplus_ast_o1,aflplusplus_ast_o3_native,72,6128
openthread-2019-12-23,aflplusplus_ast_o1,aflplusplus_ast_opt_disable,698,6128
openthread-2019-12-23,aflplusplus_ast_o1,aflplusplus_ast_opt_l1,698,6128
openthread-2019-12-23,aflplusplus_ast_o1,aflplusplus_ast_o0_lto,696,6128
openthread-2019-12-23,aflplusplus_ast_o1,aflplusplus_ast_o3_lto,695,6128
openthread-2019-12-23,aflplusplus_ast_o2,aflplusplus_ast_f0,634,6685
openthread-2019-12-23,aflplusplus_ast_o2,aflplusplus_ast_f1,640,6685
openthread-2019-12-23,aflplusplus_ast_o2,aflplusplus_ast_o0,735,6685
openthread-2019-12-23,aflplusplus_ast_o2,aflplusplus_ast_o1,583,6685
openthread-2019-12-23,aflplusplus_ast_o2,aflplusplus_ast_o2,0,6685
openthread-2019-12-23,aflplusplus_ast_o2,aflplusplus_ast_o3,630,6685
openthread-2019-12-23,aflplusplus_ast_o2,aflplusplus_ast_o3_native,629,6685
openthread-2019-12-23,aflplusplus_ast_o2,aflplusplus_ast_opt_disable,1254,6685
openthread-2019-12-23,aflplusplus_ast_o2,aflplusplus_ast_opt_l1,1255,6685
openthread-2019-12-23,aflplusplus_ast_o2,aflplusplus_ast_o0_lto,1253,6685
openthread-2019-12-23,aflplusplus_ast_o2,aflplusplus_ast_o3_lto,1252,6685
openthread-2019-12-23,aflplusplus_ast_o3,aflplusplus_ast_f0,6,6059
openthread-2019-12-23,aflplusplus_ast_o3,aflplusplus_ast_f1,12,6059
openthread-2019-12-23,aflplusplus_ast_o3,aflplusplus_ast_o0,110,6059
openthread-2019-12-23,aflplusplus_ast_o3,aflplusplus_ast_o1,3,6059
openthread-2019-12-23,aflplusplus_ast_o3,aflplusplus_ast_o2,4,6059
openthread-2019-12-23,aflplusplus_ast_o3,aflplusplus_ast_o3,0,6059
openthread-2019-12-23,aflplusplus_ast_o3,aflplusplus_ast_o3_native,3,6059
openthread-2019-12-23,aflplusplus_ast_o3,aflplusplus_ast_opt_disable,629,6059
openthread-2019-12-23,aflplusplus_ast_o3,aflplusplus_ast_opt_l1,629,6059
openthread-2019-12-23,aflplusplus_ast_o3,aflplusplus_ast_o0_lto,627,6059
openthread-2019-12-23,aflplusplus_ast_o3,aflplusplus_ast_o3_lto,626,6059
openthread-2019-12-23,aflplusplus_ast_o3_native,aflplusplus_ast_f0,5,6059
openthread-2019-12-23,aflplusplus_ast_o3_native,aflplusplus_ast_f1,13,6059
openthread-2019-12-23,aflplusplus_ast_o3_native,aflplusplus_ast_o0,109,6059
openthread-2019-12-23,aflplusplus_ast_o3_native,aflplusplus_ast_o1,3,6059
openthread-2019-12-23,aflplusplus_ast_o3_native,aflplusplus_ast_o2,3,6059
openthread-2019-12-23,aflplusplus_ast_o3_native,aflplusplus_ast_o3,3,6059
openthread-2019-12-23,aflplusplus_ast_o3_native,aflplusplus_ast_o3_native,0,6059
openthread-2019-12-23,aflplusplus_ast_o3_native,aflplusplus_ast_opt_disable,628,6059
openthread-2019-12-23,aflplusplus_ast_o3_native,aflplusplus_ast_opt_l1,628,6059
openthread-2019-12-23,aflplusplus_ast_o3_native,aflplusplus_ast_o0_lto,626,6059
openthread-2019-12-23,aflplusplus_ast_o3_native,aflplusplus_ast_o3_lto,625,6059
openthread-2019-12-23,aflplusplus_ast_opt_disable,aflplusplus_ast_f0,4,5433
openthread-2019-12-23,aflplusplus_ast_opt_disable,aflplusplus_ast_f1,4,5433
openthread-2019-12-23,aflplusplus_ast_opt_disable,aflplusplus_ast_o0,0,5433
openthread-2019-12-23,aflplusplus_ast_opt_disable,aflplusplus_ast_o1,3,5433
openthread-2019-12-23,aflplusplus_ast_opt_disable,aflplusplus_ast_o2,2,5433
openthread-2019-12-23,aflplusplus_ast_opt_disable,aflplusplus_ast_o3,3,5433
openthread-2019-12-23,aflplusplus_ast_opt_disable,aflplusplus_ast_o3_native,2,5433
openthread-2019-12-23,aflplusplus_ast_opt_disable,aflplusplus_ast_opt_disable,0,5433
openthread-2019-12-23,aflplusplus_ast_opt_disable,aflplusplus_ast_opt_l1,1,5433
openthread-2019-12-23,aflplusplus_ast_opt_disable,aflplusplus_ast_o0_lto,0,5433
openthread-2019-12-23,aflplusplus_ast_opt_disable,aflplusplus_ast_o3_lto,3,5433
openthread-2019-12-23,aflplusplus_ast_opt_l1,aflplusplus_ast_f0,4,5433
openthread-2019-12-23,aflplusplus_ast_opt_l1,aflplusplus_ast_f1,4,5433
openthread-2019-12-23,aflplusplus_ast_opt_l1,aflplusplus_ast_o0,1,5433
openthread-2019-12-23,aflplusplus_ast_opt_l1,aflplusplus_ast_o1,3,5433
openthread-2019-12-23,aflplusplus_ast_opt_l1,aflplusplus_ast_o2,3,5433
openthread-2019-12-23,aflplusplus_ast_opt_l1,aflplusplus_ast_o3,3,5433
openthread-2019-12-23,aflplusplus_ast_opt_l1,aflplusplus_ast_o3_native,2,5433
openthread-2019-12-23,aflplusplus_ast_opt_l1,aflplusplus_ast_opt_disable,1,5433
openthread-2019-12-23,aflplusplus_ast_opt_l1,aflplusplus_ast_opt_l1,0,5433
openthread-2019-12-23,aflplusplus_ast_opt_l1,aflplusplus_ast_o0_lto,0,5433
openthread-2019-12-23,aflplusplus_ast_opt_l1,aflplusplus_ast_o3_lto,2,5433
openthread-2019-12-23,aflplusplus_ast_o0_lto,aflplusplus_ast_f0,16,5447
openthread-2019-12-23,aflplusplus_ast_o0_lto,aflplusplus_ast_f1,17,5447
openthread-2019-12-23,aflplusplus_ast_o0_lto,aflplusplus_ast_o0,13,5447
openthread-2019-12-23,aflplusplus_ast_o0_lto,aflplusplus_ast_o1,15,5447
openthread-2019-12-23,aflplusplus_ast_o0_lto,aflplusplus_ast_o2,15,5447
openthread-2019-12-23,aflplusplus_ast_o0_lto,aflplusplus_ast_o3,15,5447
openthread-2019-12-23,aflplusplus_ast_o0_lto,aflplusplus_ast_o3_native,14,5447
openthread-2019-12-23,aflplusplus_ast_o0_lto,aflplusplus_ast_opt_disable,14,5447
openthread-2019-12-23,aflplusplus_ast_o0_lto,aflplusplus_ast_opt_l1,14,5447
openthread-2019-12-23,aflplusplus_ast_o0_lto,aflplusplus_ast_o0_lto,0,5447
openthread-2019-12-23,aflplusplus_ast_o0_lto,aflplusplus_ast_o3_lto,15,5447
openthread-2019-12-23,aflplusplus_ast_o3_lto,aflplusplus_ast_f0,3,5434
openthread-2019-12-23,aflplusplus_ast_o3_lto,aflplusplus_ast_f1,3,5434
openthread-2019-12-23,aflplusplus_ast_o3_lto,aflplusplus_ast_o0,1,5434
openthread-2019-12-23,aflplusplus_ast_o3_lto,aflplusplus_ast_o1,1,5434
openthread-2019-12-23,aflplusplus_ast_o3_lto,aflplusplus_ast_o2,1,5434
openthread-2019-12-23,aflplusplus_ast_o3_lto,aflplusplus_ast_o3,1,5434
openthread-2019-12-23,aflplusplus_ast_o3_lto,aflplusplus_ast_o3_native,0,5434
openthread-2019-12-23,aflplusplus_ast_o3_lto,aflplusplus_ast_opt_disable,4,5434
openthread-2019-12-23,aflplusplus_ast_o3_lto,aflplusplus_ast_opt_l1,3,5434
openthread-2019-12-23,aflplusplus_ast_o3_lto,aflplusplus_ast_o0_lto,2,5434
openthread-2019-12-23,aflplusplus_ast_o3_lto,aflplusplus_ast_o3_lto,0,5434
sqlite3_ossfuzz,aflplusplus_ast_f0,aflplusplus_ast_f0,0,30503
sqlite3_ossfuzz,aflplusplus_ast_f0,aflplusplus_ast_f1,2622,30503
sqlite3_ossfuzz,aflplusplus_ast_f0,aflplusplus_ast_o0,3202,30503
sqlite3_ossfuzz,aflplusplus_ast_f0,aflplusplus_ast_o1,1831,30503
sqlite3_ossfuzz,aflplusplus_ast_f0,aflplusplus_ast_o2,3218,30503
sqlite3_ossfuzz,aflplusplus_ast_f0,aflplusplus_ast_o3,2025,30503
sqlite3_ossfuzz,aflplusplus_ast_f0,aflplusplus_ast_o3_native,2263,30503
sqlite3_ossfuzz,aflplusplus_ast_f0,aflplusplus_ast_opt_disable,1162,30503
sqlite3_ossfuzz,aflplusplus_ast_f0,aflplusplus_ast_opt_l1,895,30503
sqlite3_ossfuzz,aflplusplus_ast_f0,aflplusplus_ast_o0_lto,990,30503
sqlite3_ossfuzz,aflplusplus_ast_f0,aflplusplus_ast_o3_lto,738,30503
sqlite3_ossfuzz,aflplusplus_ast_f0,afl_from_input_seed,1818,30503
sqlite3_ossfuzz,aflplusplus_ast_f1,aflplusplus_ast_f0,1790,29671
sqlite3_ossfuzz,aflplusplus_ast_f1,aflplusplus_ast_f1,0,29671
sqlite3_ossfuzz,aflplusplus_ast_f1,aflplusplus_ast_o0,2804,29671
sqlite3_ossfuzz,aflplusplus_ast_f1,aflplusplus_ast_o1,1996,29671
sqlite3_ossfuzz,aflplusplus_ast_f1,aflplusplus_ast_o2,3236,29671
sqlite3_ossfuzz,aflplusplus_ast_f1,aflplusplus_ast_o3,1473,29671
sqlite3_ossfuzz,aflplusplus_ast_f1,aflplusplus_ast_o3_native,2482,29671
sqlite3_ossfuzz,aflplusplus_ast_f1,aflplusplus_ast_opt_disable,1057,29671
sqlite3_ossfuzz,aflplusplus_ast_f1,aflplusplus_ast_opt_l1,722,29671
sqlite3_ossfuzz,aflplusplus_ast_f1,aflplusplus_ast_o0_lto,824,29671
sqlite3_ossfuzz,aflplusplus_ast_f1,aflplusplus_ast_o3_lto,781,29671
sqlite3_ossfuzz,aflplusplus_ast_f1,afl_from_input_seed,1436,29671
sqlite3_ossfuzz,aflplusplus_ast_o0,aflplusplus_ast_f0,314,27615
sqlite3_ossfuzz,aflplusplus_ast_o0,aflplusplus_ast_f1,748,27615
sqlite3_ossfuzz,aflplusplus_ast_o0,aflplusplus_ast_o0,0,27615
sqlite3_ossfuzz,aflplusplus_ast_o0,aflplusplus_ast_o1,341,27615
sqlite3_ossfuzz,aflplusplus_ast_o0,aflplusplus_ast_o2,1445,27615
sqlite3_ossfuzz,aflplusplus_ast_o0,aflplusplus_ast_o3,461,27615
sqlite3_ossfuzz,aflplusplus_ast_o0,aflplusplus_ast_o3_native,559,27615
sqlite3_ossfuzz,aflplusplus_ast_o0,aflplusplus_ast_opt_disable,168,27615
sqlite3_ossfuzz,aflplusplus_ast_o0,aflplusplus_ast_opt_l1,112,27615
sqlite3_ossfuzz,aflplusplus_ast_o0,aflplusplus_ast_o0_lto,143,27615
sqlite3_ossfuzz,aflplusplus_ast_o0,aflplusplus_ast_o3_lto,114,27615
sqlite3_ossfuzz,aflplusplus_ast_o0,afl_from_input_seed,432,27615
sqlite3_ossfuzz,aflplusplus_ast_o1,aflplusplus_ast_f0,2069,30741
sqlite3_ossfuzz,aflplusplus_ast_o1,aflplusplus_ast_f1,3066,30741
sqlite3_ossfuzz,aflplusplus_ast_o1,aflplusplus_ast_o0,3467,30741
sqlite3_ossfuzz,aflplusplus_ast_o1,aflplusplus_ast_o1,0,30741
sqlite3_ossfuzz,aflplusplus_ast_o1,aflplusplus_ast_o2,3599,30741
sqlite3_ossfuzz,aflplusplus_ast_o1,aflplusplus_ast_o3,2001,30741
sqlite3_ossfuzz,aflplusplus_ast_o1,aflplusplus_ast_o3_native,2603,30741
sqlite3_ossfuzz,aflplusplus_ast_o1,aflplusplus_ast_opt_disable,996,30741
sqlite3_ossfuzz,aflplusplus_ast_o1,aflplusplus_ast_opt_l1,994,30741
sqlite3_ossfuzz,aflplusplus_ast_o1,aflplusplus_ast_o0_lto,962,30741
sqlite3_ossfuzz,aflplusplus_ast_o1,aflplusplus_ast_o3_lto,1108,30741
sqlite3_ossfuzz,aflplusplus_ast_o1,afl_from_input_seed,1840,30741
sqlite3_ossfuzz,aflplusplus_ast_o2,aflplusplus_ast_f0,816,28101
sqlite3_ossfuzz,aflplusplus_ast_o2,aflplusplus_ast_f1,1666,28101
sqlite3_ossfuzz,aflplusplus_ast_o2,aflplusplus_ast_o0,1931,28101
sqlite3_ossfuzz,aflplusplus_ast_o2,aflplusplus_ast_o1,959,28101
sqlite3_ossfuzz,aflplusplus_ast_o2,aflplusplus_ast_o2,0,28101
sqlite3_ossfuzz,aflplusplus_ast_o2,aflplusplus_ast_o3,1452,28101
sqlite3_ossfuzz,aflplusplus_ast_o2,aflplusplus_ast_o3_native,1291,28101
sqlite3_ossfuzz,aflplusplus_ast_o2,aflplusplus_ast_opt_disable,927,28101
sqlite3_ossfuzz,aflplusplus_ast_o2,aflplusplus_ast_opt_l1,877,28101
sqlite3_ossfuzz,aflplusplus_ast_o2,aflplusplus_ast_o0_lto,938,28101
sqlite3_ossfuzz,aflplusplus_ast_o2,aflplusplus_ast_o3_lto,792,28101
sqlite3_ossfuzz,aflplusplus_ast_o2,afl_from_input_seed,1267,28101
sqlite3_ossfuzz,aflplusplus_ast_o3,aflplusplus_ast_f0,2283,30761
sqlite3_ossfuzz,aflplusplus_ast_o3,aflplusplus_ast_f1,2563,30761
sqlite3_ossfuzz,aflplusplus_ast_o3,aflplusplus_ast_o0,3607,30761
sqlite3_ossfuzz,aflplusplus_ast_o3,aflplusplus_ast_o1,2021,30761
sqlite3_ossfuzz,aflplusplus_ast_o3,aflplusplus_ast_o2,4112,30761
sqlite3_ossfuzz,aflplusplus_ast_o3,aflplusplus_ast_o3,0,30761
sqlite3_ossfuzz,aflplusplus_ast_o3,aflplusplus_ast_o3_native,3137,30761
sqlite3_ossfuzz,aflplusplus_ast_o3,aflplusplus_ast_opt_disable,1242,30761
sqlite3_ossfuzz,aflplusplus_ast_o3,aflplusplus_ast_opt_l1,908,30761
sqlite3_ossfuzz,aflplusplus_ast_o3,aflplusplus_ast_o0_lto,1168,30761
sqlite3_ossfuzz,aflplusplus_ast_o3,aflplusplus_ast_o3_lto,947,30761
sqlite3_ossfuzz,aflplusplus_ast_o3,afl_from_input_seed,1080,30761
sqlite3_ossfuzz,aflplusplus_ast_o3_native,aflplusplus_ast_f0,836,29076
sqlite3_ossfuzz,aflplusplus_ast_o3_native,aflplusplus_ast_f1,1887,29076
sqlite3_ossfuzz,aflplusplus_ast_o3_native,aflplusplus_ast_o0,2020,29076
sqlite3_ossfuzz,aflplusplus_ast_o3_native,aflplusplus_ast_o1,938,29076
sqlite3_ossfuzz,aflplusplus_ast_o3_native,aflplusplus_ast_o2,2266,29076
sqlite3_ossfuzz,aflplusplus_ast_o3_native,aflplusplus_ast_o3,1452,29076
sqlite3_ossfuzz,aflplusplus_ast_o3_native,aflplusplus_ast_o3_native,0,29076
sqlite3_ossfuzz,aflplusplus_ast_o3_native,aflplusplus_ast_opt_disable,724,29076
sqlite3_ossfuzz,aflplusplus_ast_o3_native,aflplusplus_ast_opt_l1,594,29076
sqlite3_ossfuzz,aflplusplus_ast_o3_native,aflplusplus_ast_o0_lto,759,29076
sqlite3_ossfuzz,aflplusplus_ast_o3_native,aflplusplus_ast_o3_lto,549,29076
sqlite3_ossfuzz,aflplusplus_ast_o3_native,afl_from_input_seed,1155,29076
sqlite3_ossfuzz,aflplusplus_ast_opt_disable,aflplusplus_ast_f0,3662,33003
sqlite3_ossfuzz,aflplusplus_ast_opt_disable,aflplusplus_ast_f1,4389,33003
sqlite3_ossfuzz,aflplusplus_ast_opt_disable,aflplusplus_ast_o0,5556,33003
sqlite3_ossfuzz,aflplusplus_ast_opt_disable,aflplusplus_ast_o1,3258,33003
sqlite3_ossfuzz,aflplusplus_ast_opt_disable,aflplusplus_ast_o2,5829,33003
sqlite3_ossfuzz,aflplusplus_ast_opt_disable,aflplusplus_ast_o3,3484,33003
sqlite3_ossfuzz,aflplusplus_ast_opt_disable,aflplusplus_ast_o3_native,4651,33003
sqlite3_ossfuzz,aflplusplus_ast_opt_disable,aflplusplus_ast_opt_disable,0,33003
sqlite3_ossfuzz,aflplusplus_ast_opt_disable,aflplusplus_ast_opt_l1,931,33003
sqlite3_ossfuzz,aflplusplus_ast_opt_disable,aflplusplus_ast_o0_lto,1097,33003
sqlite3_ossfuzz,aflplusplus_ast_opt_disable,aflplusplus_ast_o3_lto,1166,33003
sqlite3_ossfuzz,aflplusplus_ast_opt_disable,afl_from_input_seed,3410,33003
sqlite3_ossfuzz,aflplusplus_ast_opt_l1,aflplusplus_ast_f0,4695,34303
sqlite3_ossfuzz,aflplusplus_ast_opt_l1,aflplusplus_ast_f1,5354,34303
sqlite3_ossfuzz,aflplusplus_ast_opt_l1,aflplusplus_ast_o0,6800,34303
sqlite3_ossfuzz,aflplusplus_ast_opt_l1,aflplusplus_ast_o1,4556,34303
sqlite3_ossfuzz,aflplusplus_ast_opt_l1,aflplusplus_ast_o2,7079,34303
sqlite3_ossfuzz,aflplusplus_ast_opt_l1,aflplusplus_ast_o3,4450,34303
sqlite3_ossfuzz,aflplusplus_ast_opt_l1,aflplusplus_ast_o3_native,5821,34303
sqlite3_ossfuzz,aflplusplus_ast_opt_l1,aflplusplus_ast_opt_disable,2231,34303
sqlite3_ossfuzz,aflplusplus_ast_opt_l1,aflplusplus_ast_opt_l1,0,34303
sqlite3_ossfuzz,aflplusplus_ast_opt_l1,aflplusplus_ast_o0_lto,1763,34303
sqlite3_ossfuzz,aflplusplus_ast_opt_l1,aflplusplus_ast_o3_lto,1993,34303
sqlite3_ossfuzz,aflplusplus_ast_opt_l1,afl_from_input_seed,4232,34303
sqlite3_ossfuzz,aflplusplus_ast_o0_lto,aflplusplus_ast_f0,4478,33991
sqlite3_ossfuzz,aflplusplus_ast_o0_lto,aflplusplus_ast_f1,5144,33991
sqlite3_ossfuzz,aflplusplus_ast_o0_lto,aflplusplus_ast_o0,6519,33991
sqlite3_ossfuzz,aflplusplus_ast_o0_lto,aflplusplus_ast_o1,4212,33991
sqlite3_ossfuzz,aflplusplus_ast_o0_lto,aflplusplus_ast_o2,6828,33991
sqlite3_ossfuzz,aflplusplus_ast_o0_lto,aflplusplus_ast_o3,4398,33991
sqlite3_ossfuzz,aflplusplus_ast_o0_lto,aflplusplus_ast_o3_native,5674,33991
sqlite3_ossfuzz,aflplusplus_ast_o0_lto,aflplusplus_ast_opt_disable,2085,33991
sqlite3_ossfuzz,aflplusplus_ast_o0_lto,aflplusplus_ast_opt_l1,1451,33991
sqlite3_ossfuzz,aflplusplus_ast_o0_lto,aflplusplus_ast_o0_lto,0,33991
sqlite3_ossfuzz,aflplusplus_ast_o0_lto,aflplusplus_ast_o3_lto,1708,33991
sqlite3_ossfuzz,aflplusplus_ast_o0_lto,afl_from_input_seed,4115,33991
sqlite3_ossfuzz,aflplusplus_ast_o3_lto,aflplusplus_ast_f0,5353,35118
sqlite3_ossfuzz,aflplusplus_ast_o3_lto,aflplusplus_ast_f1,6228,35118
sqlite3_ossfuzz,aflplusplus_ast_o3_lto,aflplusplus_ast_o0,7617,35118
sqlite3_ossfuzz,aflplusplus_ast_o3_lto,aflplusplus_ast_o1,5485,35118
sqlite3_ossfuzz,aflplusplus_ast_o3_lto,aflplusplus_ast_o2,7809,35118
sqlite3_ossfuzz,aflplusplus_ast_o3_lto,aflplusplus_ast_o3,5304,35118
sqlite3_ossfuzz,aflplusplus_ast_o3_lto,aflplusplus_ast_o3_native,6591,35118
sqlite3_ossfuzz,aflplusplus_ast_o3_lto,aflplusplus_ast_opt_disable,3281,35118
sqlite3_ossfuzz,aflplusplus_ast_o3_lto,aflplusplus_ast_opt_l1,2808,35118
sqlite3_ossfuzz,aflplusplus_ast_o3_lto,aflplusplus_ast_o0_lto,2835,35118
sqlite3_ossfuzz,aflplusplus_ast_o3_lto,aflplusplus_ast_o3_lto,0,35118
sqlite3_ossfuzz,aflplusplus_ast_o3_lto,afl_from_input_seed,4964,35118
sqlite3_ossfuzz,afl_from_input_seed,aflplusplus_ast_f0,2527,31212
sqlite3_ossfuzz,afl_from_input_seed,aflplusplus_ast_f1,2977,31212
sqlite3_ossfuzz,afl_from_input_seed,aflplusplus_ast_o0,4029,31212
sqlite3_ossfuzz,afl_from_input_seed,aflplusplus_ast_o1,2311,31212
sqlite3_ossfuzz,afl_from_input_seed,aflplusplus_ast_o2,4378,31212
sqlite3_ossfuzz,afl_from_input_seed,aflplusplus_ast_o3,1531,31212
sqlite3_ossfuzz,afl_from_input_seed,aflplusplus_ast_o3_native,3291,31212
sqlite3_ossfuzz,afl_from_input_seed,aflplusplus_ast_opt_disable,1619,31212
sqlite3_ossfuzz,afl_from_input_seed,aflplusplus_ast_opt_l1,1141,31212
sqlite3_ossfuzz,afl_from_input_seed,aflplusplus_ast_o0_lto,1336,31212
sqlite3_ossfuzz,afl_from_input_seed,aflplusplus_ast_o3_lto,1058,31212
sqlite3_ossfuzz,afl_from_input_seed,afl_from_input_seed,0,31212
woff2-2016-05-06,aflplusplus_ast_f0,aflplusplus_ast_f0,0,4751
woff2-2016-05-06,aflplusplus_ast_f0,aflplusplus_ast_f1,226,4751
woff2-2016-05-06,aflplusplus_ast_f0,aflplusplus_ast_o0,19,4751
woff2-2016-05-06,aflplusplus_ast_f0,aflplusplus_ast_o1,20,4751
woff2-2016-05-06,aflplusplus_ast_f0,aflplusplus_ast_o2,9,4751
woff2-2016-05-06,aflplusplus_ast_f0,aflplusplus_ast_o3,33,4751
woff2-2016-05-06,aflplusplus_ast_f0,aflplusplus_ast_o3_native,22,4751
woff2-2016-05-06,aflplusplus_ast_f0,aflplusplus_ast_opt_disable,544,4751
woff2-2016-05-06,aflplusplus_ast_f0,aflplusplus_ast_opt_l1,522,4751
woff2-2016-05-06,aflplusplus_ast_f0,aflplusplus_ast_o0_lto,488,4751
woff2-2016-05-06,aflplusplus_ast_f0,aflplusplus_ast_o3_lto,476,4751
woff2-2016-05-06,aflplusplus_ast_f0,afl_from_input_seed,38,4751
woff2-2016-05-06,aflplusplus_ast_f1,aflplusplus_ast_f0,43,4568
woff2-2016-05-06,aflplusplus_ast_f1,aflplusplus_ast_f1,0,4568
woff2-2016-05-06,aflplusplus_ast_f1,aflplusplus_ast_o0,34,4568
woff2-2016-05-06,aflplusplus_ast_f1,aflplusplus_ast_o1,33,4568
woff2-2016-05-06,aflplusplus_ast_f1,aflplusplus_ast_o2,2,4568
woff2-2016-05-06,aflplusplus_ast_f1,aflplusplus_ast_o3,0,4568
woff2-2016-05-06,aflplusplus_ast_f1,aflplusplus_ast_o3_native,23,4568
woff2-2016-05-06,aflplusplus_ast_f1,aflplusplus_ast_opt_disable,355,4568
woff2-2016-05-06,aflplusplus_ast_f1,aflplusplus_ast_opt_l1,341,4568
woff2-2016-05-06,aflplusplus_ast_f1,aflplusplus_ast_o0_lto,297,4568
woff2-2016-05-06,aflplusplus_ast_f1,aflplusplus_ast_o3_lto,267,4568
woff2-2016-05-06,aflplusplus_ast_f1,afl_from_input_seed,9,4568
woff2-2016-05-06,aflplusplus_ast_o0,aflplusplus_ast_f0,36,4768
woff2-2016-05-06,aflplusplus_ast_o0,aflplusplus_ast_f1,234,4768
woff2-2016-05-06,aflplusplus_ast_o0,aflplusplus_ast_o0,0,4768
woff2-2016-05-06,aflplusplus_ast_o0,aflplusplus_ast_o1,36,4768
woff2-2016-05-06,aflplusplus_ast_o0,aflplusplus_ast_o2,9,4768
woff2-2016-05-06,aflplusplus_ast_o0,aflplusplus_ast_o3,37,4768
woff2-2016-05-06,aflplusplus_ast_o0,aflplusplus_ast_o3_native,28,4768
woff2-2016-05-06,aflplusplus_ast_o0,aflplusplus_ast_opt_disable,541,4768
woff2-2016-05-06,aflplusplus_ast_o0,aflplusplus_ast_opt_l1,531,4768
woff2-2016-05-06,aflplusplus_ast_o0,aflplusplus_ast_o0_lto,501,4768
woff2-2016-05-06,aflplusplus_ast_o0,aflplusplus_ast_o3_lto,483,4768
woff2-2016-05-06,aflplusplus_ast_o0,afl_from_input_seed,46,4768
woff2-2016-05-06,aflplusplus_ast_o1,aflplusplus_ast_f0,36,4767
woff2-2016-05-06,aflplusplus_ast_o1,aflplusplus_ast_f1,232,4767
woff2-2016-05-06,aflplusplus_ast_o1,aflplusplus_ast_o0,35,4767
woff2-2016-05-06,aflplusplus_ast_o1,aflplusplus_ast_o1,0,4767
woff2-2016-05-06,aflplusplus_ast_o1,aflplusplus_ast_o2,2,4767
woff2-2016-05-06,aflplusplus_ast_o1,aflplusplus_ast_o3,39,4767
woff2-2016-05-06,aflplusplus_ast_o1,aflplusplus_ast_o3_native,26,4767
woff2-2016-05-06,aflplusplus_ast_o1,aflplusplus_ast_opt_disable,567,4767
woff2-2016-05-06,aflplusplus_ast_o1,aflplusplus_ast_opt_l1,542,4767
woff2-2016-05-06,aflplusplus_ast_o1,aflplusplus_ast_o0_lto,514,4767
woff2-2016-05-06,aflplusplus_ast_o1,aflplusplus_ast_o3_lto,474,4767
woff2-2016-05-06,aflplusplus_ast_o1,afl_from_input_seed,45,4767
woff2-2016-05-06,aflplusplus_ast_o2,aflplusplus_ast_f0,139,4881
woff2-2016-05-06,aflplusplus_ast_o2,aflplusplus_ast_f1,315,4881
woff2-2016-05-06,aflplusplus_ast_o2,aflplusplus_ast_o0,122,4881
woff2-2016-05-06,aflplusplus_ast_o2,aflplusplus_ast_o1,116,4881
woff2-2016-05-06,aflplusplus_ast_o2,aflplusplus_ast_o2,0,4881
woff2-2016-05-06,aflplusplus_ast_o2,aflplusplus_ast_o3,108,4881
woff2-2016-05-06,aflplusplus_ast_o2,aflplusplus_ast_o3_native,103,4881
woff2-2016-05-06,aflplusplus_ast_o2,aflplusplus_ast_opt_disable,655,4881
woff2-2016-05-06,aflplusplus_ast_o2,aflplusplus_ast_opt_l1,603,4881
woff2-2016-05-06,aflplusplus_ast_o2,aflplusplus_ast_o0_lto,588,4881
woff2-2016-05-06,aflplusplus_ast_o2,aflplusplus_ast_o3_lto,520,4881
woff2-2016-05-06,aflplusplus_ast_o2,afl_from_input_seed,115,4881
woff2-2016-05-06,aflplusplus_ast_o3,aflplusplus_ast_f0,64,4782
woff2-2016-05-06,aflplusplus_ast_o3,aflplusplus_ast_f1,214,4782
woff2-2016-05-06,aflplusplus_ast_o3,aflplusplus_ast_o0,51,4782
woff2-2016-05-06,aflplusplus_ast_o3,aflplusplus_ast_o1,54,4782
woff2-2016-05-06,aflplusplus_ast_o3,aflplusplus_ast_o2,9,4782
woff2-2016-05-06,aflplusplus_ast_o3,aflplusplus_ast_o3,0,4782
woff2-2016-05-06,aflplusplus_ast_o3,aflplusplus_ast_o3_native,29,4782
woff2-2016-05-06,aflplusplus_ast_o3,aflplusplus_ast_opt_disable,556,4782
woff2-2016-05-06,aflplusplus_ast_o3,aflplusplus_ast_opt_l1,541,4782
woff2-2016-05-06,aflplusplus_ast_o3,aflplusplus_ast_o0_lto,487,4782
woff2-2016-05-06,aflplusplus_ast_o3,aflplusplus_ast_o3_lto,459,4782
woff2-2016-05-06,aflplusplus_ast_o3,afl_from_input_seed,18,4782
woff2-2016-05-06,aflplusplus_ast_o3_native,aflplusplus_ast_f0,65,4794
woff2-2016-05-06,aflplusplus_ast_o3_native,aflplusplus_ast_f1,249,4794
woff2-2016-05-06,aflplusplus_ast_o3_native,aflplusplus_ast_o0,54,4794
woff2-2016-05-06,aflplusplus_ast_o3_native,aflplusplus_ast_o1,53,4794
woff2-2016-05-06,aflplusplus_ast_o3_native,aflplusplus_ast_o2,16,4794
woff2-2016-05-06,aflplusplus_ast_o3_native,aflplusplus_ast_o3,41,4794
woff2-2016-05-06,aflplusplus_ast_o3_native,aflplusplus_ast_o3_native,0,4794
