exp-2022-05-28-00-17-12-libjpeg,libjpeg-turbo-07-2017-aflplusplus_ast_f0,305,17,3340,/home/b/bdata/beandata/eth/projects_eth/eth-sm04-ast/repo/matt-AST/scripts/sancov_utils/sancov_util_results/exp-2022-05-28-00-17-12-libjpeg/sancov__exp-2022-05-28-00-17-12-libjpeg__libjpeg-turbo-07-2017-aflplusplus_ast_f0__trial-305__17.sancov
exp-2022-05-28-00-17-12-libjpeg,libjpeg-turbo-07-2017-aflplusplus_ast_f0,306,17,3367,/home/b/bdata/beandata/eth/projects_eth/eth-sm04-ast/repo/matt-AST/scripts/sancov_utils/sancov_util_results/exp-2022-05-28-00-17-12-libjpeg/sancov__exp-2022-05-28-00-17-12-libjpeg__libjpeg-turbo-07-2017-aflplusplus_ast_f0__trial-306__17.sancov
exp-2022-05-28-00-17-12-libjpeg,libjpeg-turbo-07-2017-aflplusplus_ast_f0,307,17,3346,/home/b/bdata/beandata/eth/projects_eth/eth-sm04-ast/repo/matt-AST/scripts/sancov_utils/sancov_util_results/exp-2022-05-28-00-17-12-libjpeg/sancov__exp-2022-05-28-00-17-12-libjpeg__libjpeg-turbo-07-2017-aflplusplus_ast_f0__trial-307__17.sancov
exp-2022-05-28-00-17-12-libjpeg,libjpeg-turbo-07-2017-aflplusplus_ast_f1,308,17,3345,/home/b/bdata/beandata/eth/projects_eth/eth-sm04-ast/repo/matt-AST/scripts/sancov_utils/sancov_util_results/exp-2022-05-28-00-17-12-libjpeg/sancov__exp-2022-05-28-00-17-12-libjpeg__libjpeg-turbo-07-2017-aflplusplus_ast_f1__trial-308__17.sancov
exp-2022-05-28-00-17-12-libjpeg,libjpeg-turbo-07-2017-aflplusplus_ast_f1,309,17,3341,/home/b/bdata/beandata/eth/projects_eth/eth-sm04-ast/repo/matt-AST/scripts/sancov_utils/sancov_util_results/exp-2022-05-28-00-17-12-libjpeg/sancov__exp-2022-05-28-00-17-12-libjpeg__libjpeg-turbo-07-2017-aflplusplus_ast_f1__trial-309__17.sancov
exp-2022-05-28-00-17-12-libjpeg,libjpeg-turbo-07-2017-aflplusplus_ast_f1,310,17,3347,/home/b/bdata/beandata/eth/projects_eth/eth-sm04-ast/repo/matt-AST/scripts/sancov_utils/sancov_util_results/exp-2022-05-28-00-17-12-libjpeg/sancov__exp-2022-05-28-00-17-12-libjpeg__libjpeg-turbo-07-2017-aflplusplus_ast_f1__trial-310__17.sancov
exp-2022-05-28-00-17-12-libjpeg,libjpeg-turbo-07-2017-aflplusplus_ast_o0,302,17,3366,/home/b/bdata/beandata/eth/projects_eth/eth-sm04-ast/repo/matt-AST/scripts/sancov_utils/sancov_util_results/exp-2022-05-28-00-17-12-libjpeg/sancov__exp-2022-05-28-00-17-12-libjpeg__libjpeg-turbo-07-2017-aflplusplus_ast_o0__trial-302__17.sancov
exp-2022-05-28-00-17-12-libjpeg,libjpeg-turbo-07-2017-aflplusplus_ast_o0,303,17,3019,/home/b/bdata/beandata/eth/projects_eth/eth-sm04-ast/repo/matt-AST/scripts/sancov_utils/sancov_util_results/exp-2022-05-28-00-17-12-libjpeg/sancov__exp-2022-05-28-00-17-12-libjpeg__libjpeg-turbo-07-2017-aflplusplus_ast_o0__trial-303__17.sancov
exp-2022-05-28-00-17-12-libjpeg,libjpeg-turbo-07-2017-aflplusplus_ast_o0,304,17,3373,/home/b/bdata/beandata/eth/projects_eth/eth-sm04-ast/repo/matt-AST/scripts/sancov_utils/sancov_util_results/exp-2022-05-28-00-17-12-libjpeg/sancov__exp-2022-05-28-00-17-12-libjpeg__libjpeg-turbo-07-2017-aflplusplus_ast_o0__trial-304__17.sancov
exp-2022-05-28-00-17-12-libjpeg,libjpeg-turbo-07-2017-aflplusplus_ast_o1,299,17,3026,/home/b/bdata/beandata/eth/projects_eth/eth-sm04-ast/repo/matt-AST/scripts/sancov_utils/sancov_util_results/exp-2022-05-28-00-17-12-libjpeg/sancov__exp-2022-05-28-00-17-12-libjpeg__libjpeg-turbo-07-2017-aflplusplus_ast_o1__trial-299__17.sancov
